entity_type,id,created_at,updated_at,unit_name,unit_type,district,parent_unit_id,locality_name,police_station,state,address_text,latitude,longitude,repeat_cluster_id,court_name,court_level,act_name,act_code,jurisdiction,short_name,section_code,section_text,severity_band,act_id,head_code,head_name,category_group,sub_head_code,sub_head_name,head_id,fir_number,case_number,case_stage,offence_category,reported_at,incident_at,risk_band,full_name,rank,badge_number,station_name,unit_id,supervisor_rank,aliases,role,age,gender,phone_number,vehicle_registration_number,shared_phone_cluster_id,shared_vehicle_cluster_id,shared_address_cluster_id,assigned_case_ids,case_id,dependency_type,status,requested_at,due_at,resolved_at,assigned_to_officer_id,days_stale,notes,evidence_type,description,collected_at,collected_by_officer_id,chain_of_custody_status,clock_type,start_date,deadline_date,days_remaining,bnss_reference,stage
Location,88a5e3e1-acfa-5b94-be4f-ed59bae5ac74,2026-07-04T21:37:39.936890+00:00,2026-07-04T21:37:39.936890+00:00,,,Kalaburagi,,Hebbal Ring Road,Sedam,Karnataka,"240, Hebbal Ring Road, Bengaluru",18.480354,80.873048,location-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,8216cbe2-cd53-5dfd-b5b7-ab7f116f89fe,2026-07-04T15:37:39.936890+00:00,2026-07-04T15:37:39.936890+00:00,,,Belagavi,,Brigade Road,Belagavi North,Karnataka,"137, Hebbal Ring Road, Bengaluru",14.448109,79.698082,location-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,45d6aa78-3dc6-57b6-92ee-ba9ac863b5fe,2026-07-04T09:37:39.936890+00:00,2026-07-04T09:37:39.936890+00:00,,,Belagavi,,Church Street,Bailhongal,Karnataka,"237, Hebbal Ring Road, Bengaluru",18.88162,77.756921,location-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,e8ecf6ec-289f-5a47-aa36-1edaebccaf4c,2026-07-04T03:37:39.936890+00:00,2026-07-04T03:37:39.936890+00:00,,,Mangaluru,,Church Street,Mangaluru North,Karnataka,"216, MG Road, Bengaluru",14.290481,76.256802,location-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,a8649712-2cc5-5b60-94bd-494076e455db,2026-07-03T21:37:39.936890+00:00,2026-07-03T21:37:39.936890+00:00,,,Mysuru,,Church Street,Nanjangud,Karnataka,"103, Church Street, Bengaluru",12.661886,83.305089,location-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,07daeaab-f990-57f0-ae34-d8f04bc6cbae,2026-07-03T15:37:39.936890+00:00,2026-07-03T15:37:39.936890+00:00,,,Belagavi,,Indiranagar 12th Main,Belagavi South,Karnataka,"225, Hebbal Ring Road, Bengaluru",15.146779,81.243509,location-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,96258ce1-1494-5def-a3d2-e7a588ef4ef3,2026-07-03T09:37:39.936890+00:00,2026-07-03T09:37:39.936890+00:00,,,Mangaluru,,Jayanagar 4th Block,Mangaluru North,Karnataka,"227, Hebbal Ring Road, Bengaluru",16.588519,78.119041,location-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,7b2c91df-2f41-5972-8473-340f80bacdd5,2026-07-03T03:37:39.936890+00:00,2026-07-03T03:37:39.936890+00:00,,,Mysuru,,Brigade Road,Mysuru South,Karnataka,"191, Indiranagar 12th Main, Bengaluru",17.389773,81.97611,location-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,6b18e7e8-d012-5532-b7bb-8085e090db25,2026-07-02T21:37:39.936890+00:00,2026-07-02T21:37:39.936890+00:00,,,Bengaluru City,,Jayanagar 4th Block,Ashok Nagar,Karnataka,"230, Indiranagar 12th Main, Bengaluru",15.994005,77.754566,location-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,63fb7668-df9e-5f48-a006-11f203419c43,2026-07-02T15:37:39.936890+00:00,2026-07-02T15:37:39.936890+00:00,,,Belagavi,,Brigade Road,Belagavi North,Karnataka,"131, Jayanagar 4th Block, Bengaluru",12.909094,76.376931,location-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,a4e43f3c-05d8-5267-99ff-7baf24f2f42b,2026-07-02T09:37:39.936890+00:00,2026-07-02T09:37:39.936890+00:00,,,Mangaluru,,MG Road,Mangaluru South,Karnataka,"40, Hebbal Ring Road, Bengaluru",13.59982,81.44385,location-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,0279ce14-d7ee-5fd0-a3fc-88ee7591e747,2026-07-02T03:37:39.936890+00:00,2026-07-02T03:37:39.936890+00:00,,,Hubballi-Dharwad,,Indiranagar 12th Main,Dharwad Town,Karnataka,"17, Jayanagar 4th Block, Bengaluru",15.816193,83.968971,location-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,c1f2a602-0c62-5064-8eaa-033703220061,2026-07-01T21:37:39.936890+00:00,2026-07-01T21:37:39.936890+00:00,,,Bengaluru City,,Indiranagar 12th Main,Malleshwaram,Karnataka,"65, Indiranagar 12th Main, Bengaluru",20.607797,76.091848,location-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,f352e02f-a3a5-5471-8eb5-fdd0689f70c0,2026-07-01T15:37:39.936890+00:00,2026-07-01T15:37:39.936890+00:00,,,Belagavi,,Hebbal Ring Road,Bailhongal,Karnataka,"30, Hebbal Ring Road, Bengaluru",20.847885,82.007022,location-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,538df67c-e3c1-5e4e-8fe3-543c04b3d285,2026-07-01T09:37:39.936890+00:00,2026-07-01T09:37:39.936890+00:00,,,Bengaluru City,,Hebbal Ring Road,Jayanagar,Karnataka,"88, MG Road, Bengaluru",14.935001,77.265262,location-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,a2107106-fa7b-5726-a695-6ef16b1d4793,2026-07-01T03:37:39.936890+00:00,2026-07-01T03:37:39.936890+00:00,,,Bengaluru City,,MG Road,Malleshwaram,Karnataka,"245, Hebbal Ring Road, Bengaluru",20.758529,78.107112,location-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,5b7d19c0-7524-5ad4-a816-9001e05468ab,2026-06-30T21:37:39.936890+00:00,2026-06-30T21:37:39.936890+00:00,,,Mangaluru,,Indiranagar 12th Main,Bantwal,Karnataka,"196, Brigade Road, Bengaluru",17.076817,76.851287,location-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,5bf04b0c-38d0-53c2-8438-a80c85b37aa9,2026-06-30T15:37:39.936890+00:00,2026-06-30T15:37:39.936890+00:00,,,Hubballi-Dharwad,,Hebbal Ring Road,Dharwad Town,Karnataka,"77, Hebbal Ring Road, Bengaluru",17.076629,77.591289,location-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,7b2aa129-9691-574a-a48a-6214d1270c5f,2026-06-30T09:37:39.936890+00:00,2026-06-30T09:37:39.936890+00:00,,,Hubballi-Dharwad,,Church Street,Hubballi Town,Karnataka,"196, Brigade Road, Bengaluru",17.39379,82.229012,location-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,517fa2ea-0659-5c9b-abbd-a91ce7cda051,2026-06-30T03:37:39.936890+00:00,2026-06-30T03:37:39.936890+00:00,,,Kalaburagi,,Indiranagar 12th Main,Kalaburagi North,Karnataka,"236, MG Road, Bengaluru",17.989446,79.908846,location-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,b96ae183-2fe1-5814-bb68-2657cd96fdf8,2026-06-29T21:37:39.936890+00:00,2026-06-29T21:37:39.936890+00:00,,,Bengaluru City,,MG Road,Malleshwaram,Karnataka,"238, Church Street, Bengaluru",20.787219,82.653324,location-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,6bf808ad-7d6d-53cf-a50b-7e0f1fa685e5,2026-06-29T15:37:39.936890+00:00,2026-06-29T15:37:39.936890+00:00,,,Mysuru,,Church Street,Mysuru South,Karnataka,"62, MG Road, Bengaluru",14.408716,80.538856,location-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,06c4ab36-c8da-50c4-86ff-6e40d345bb31,2026-06-29T09:37:39.936890+00:00,2026-06-29T09:37:39.936890+00:00,,,Bengaluru City,,MG Road,Ashok Nagar,Karnataka,"22, Hebbal Ring Road, Bengaluru",16.859905,76.5537,location-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,3515bc4e-cad8-500b-bdae-084a0d81051a,2026-06-29T03:37:39.936890+00:00,2026-06-29T03:37:39.936890+00:00,,,Bengaluru City,,Indiranagar 12th Main,Jayanagar,Karnataka,"197, Brigade Road, Bengaluru",13.283915,79.802259,location-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,6a5dc733-be3e-56a9-8839-57623d0be0d7,2026-06-28T21:37:39.936890+00:00,2026-06-28T21:37:39.936890+00:00,,,Mangaluru,,Indiranagar 12th Main,Mangaluru South,Karnataka,"43, Church Street, Bengaluru",17.276738,80.852751,location-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,e3c75a3a-117d-5623-b65d-c05d014f84b2,2026-06-28T15:37:39.936890+00:00,2026-06-28T15:37:39.936890+00:00,,,Kalaburagi,,Brigade Road,Kalaburagi South,Karnataka,"238, Indiranagar 12th Main, Bengaluru",19.552652,81.518941,location-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,71e0b1c7-d784-55f4-9c04-f427121fd2e5,2026-06-28T09:37:39.936890+00:00,2026-06-28T09:37:39.936890+00:00,,,Mysuru,,Hebbal Ring Road,Mysuru South,Karnataka,"80, Jayanagar 4th Block, Bengaluru",21.951494,81.199024,location-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,169f588e-225c-5da6-9f5e-4dd3e3ed8069,2026-06-28T03:37:39.936890+00:00,2026-06-28T03:37:39.936890+00:00,,,Mangaluru,,Jayanagar 4th Block,Mangaluru North,Karnataka,"231, Indiranagar 12th Main, Bengaluru",16.514861,77.983245,location-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,efa73160-7618-5208-b32f-a5167dbc2d52,2026-06-27T21:37:39.936890+00:00,2026-06-27T21:37:39.936890+00:00,,,Kalaburagi,,MG Road,Kalaburagi South,Karnataka,"87, MG Road, Bengaluru",17.883087,77.840918,location-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,6f362758-0902-52eb-9cd3-a3892ddc4c70,2026-06-27T15:37:39.936890+00:00,2026-06-27T15:37:39.936890+00:00,,,Kalaburagi,,Brigade Road,Sedam,Karnataka,"2, MG Road, Bengaluru",19.078409,76.47099,location-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,773e94e0-ff80-5e09-99ab-76dd79078556,2026-06-27T09:37:39.936890+00:00,2026-06-27T09:37:39.936890+00:00,,,Kalaburagi,,MG Road,Kalaburagi North,Karnataka,"232, MG Road, Bengaluru",20.596354,76.566859,location-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
